[2023-07-07 08:29:17] [world] The Player <Funget114514> has picked 3 of STICK at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:20:55] [world] The Player <Funget114514> has picked 1 of COBBLESTONE at X= -25, Y= 62, Z= -291 | 
[2023-07-07 10:20:57] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 63, Z= -291 | 
[2023-07-07 10:20:58] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -26, Y= 62, Z= -290 | 
[2023-07-07 10:20:59] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 62, Z= -290 | 
[2023-07-07 10:21:04] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 62, Z= -290 | 
[2023-07-07 10:21:05] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 61, Z= -290 | 
[2023-07-07 10:21:06] [world] The Player <wegwe> has picked 1 of ANDESITE at X= -25, Y= 61, Z= -290 | 
[2023-07-07 10:21:11] [world] The Player <wegwe> has picked 2 of COBBLESTONE at X= -25, Y= 60, Z= -289 | 
[2023-07-07 10:21:11] [world] The Player <wegwe> has picked 1 of ANDESITE at X= -25, Y= 60, Z= -288 | 
[2023-07-07 10:21:12] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 61, Z= -287 | 
[2023-07-07 10:21:13] [world] The Player <Xw114> has picked 1 of WHITE_BANNER at X= 19, Y= 68, Z= -222 | ¡ì6Ominous Banner
[2023-07-07 10:21:13] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 60, Z= -287 | 
[2023-07-07 10:21:14] [world] The Player <wegwe> has picked 2 of COBBLESTONE at X= -25, Y= 60, Z= -287 | 
[2023-07-07 10:21:14] [world] The Player <Funget114514> has picked 1 of COBBLESTONE at X= -24, Y= 64, Z= -295 | 
[2023-07-07 10:21:15] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 60, Z= -286 | 
[2023-07-07 10:21:20] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 62, Z= -286 | 
[2023-07-07 10:21:31] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 71, Y= 10, Z= -233 | 
[2023-07-07 10:21:31] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 71, Y= 11, Z= -232 | 
[2023-07-07 10:21:31] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 71, Y= 11, Z= -233 | 
[2023-07-07 10:21:31] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 71, Y= 10, Z= -232 | 
[2023-07-07 10:21:32] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 70, Y= 11, Z= -232 | 
[2023-07-07 10:21:32] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 70, Y= 12, Z= -232 | 
[2023-07-07 10:21:35] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 72, Y= 11, Z= -233 | 
[2023-07-07 10:21:36] [world_nether] The Player <wqe123420> has picked 7 of NETHERRACK at X= 73, Y= 12, Z= -233 | 
[2023-07-07 10:21:37] [world_nether] The Player <wqe123420> has picked 8 of NETHERRACK at X= 73, Y= 12, Z= -233 | 
[2023-07-07 10:21:38] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 75, Y= 15, Z= -233 | 
[2023-07-07 10:21:39] [world_nether] The Player <wqe123420> has picked 14 of NETHERRACK at X= 76, Y= 14, Z= -233 | 
[2023-07-07 10:21:39] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 77, Y= 17, Z= -233 | 
[2023-07-07 10:21:40] [world_nether] The Player <wqe123420> has picked 2 of NETHERRACK at X= 77, Y= 15, Z= -233 | 
[2023-07-07 10:21:41] [world_nether] The Player <wqe123420> has picked 3 of NETHERRACK at X= 79, Y= 16, Z= -233 | 
[2023-07-07 10:21:42] [world_nether] The Player <wqe123420> has picked 3 of NETHERRACK at X= 81, Y= 16, Z= -233 | 
[2023-07-07 10:22:00] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 78, Y= 16, Z= -232 | 
[2023-07-07 10:22:01] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -33, Y= 62, Z= -293 | 
[2023-07-07 10:22:03] [world] The Player <wegwe> has picked 4 of RAW_COPPER at X= -34, Y= 63, Z= -293 | 
[2023-07-07 10:22:13] [world_nether] The Player <wqe123420> has picked 10 of NETHERRACK at X= 78, Y= 15, Z= -231 | 
[2023-07-07 10:22:15] [world_nether] The Player <wqe123420> has picked 4 of NETHERRACK at X= 78, Y= 15, Z= -230 | 
[2023-07-07 10:22:15] [world_nether] The Player <wqe123420> has picked 3 of NETHERRACK at X= 78, Y= 15, Z= -229 | 
[2023-07-07 10:22:26] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 79, Y= 15, Z= -233 | 
[2023-07-07 10:22:26] [world_nether] The Player <wqe123420> has picked 7 of NETHERRACK at X= 79, Y= 15, Z= -233 | 
[2023-07-07 10:22:27] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 79, Y= 15, Z= -233 | 
[2023-07-07 10:22:31] [world_nether] The Player <wqe123420> has picked 14 of NETHERRACK at X= 81, Y= 15, Z= -234 | 
[2023-07-07 10:22:32] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 83, Y= 15, Z= -233 | 
[2023-07-07 10:22:32] [world_nether] The Player <wqe123420> has picked 4 of NETHERRACK at X= 83, Y= 15, Z= -233 | 
[2023-07-07 10:22:33] [world_nether] The Player <wqe123420> has picked 5 of NETHERRACK at X= 84, Y= 15, Z= -233 | 
[2023-07-07 10:22:34] [world_nether] The Player <wqe123420> has picked 9 of NETHERRACK at X= 86, Y= 15, Z= -233 | 
[2023-07-07 10:22:34] [world] The Player <Funget114514> has picked 1 of BOW at X= -24, Y= 68, Z= -283 | ÁúÉà¹­
[2023-07-07 10:22:36] [world_nether] The Player <wqe123420> has picked 8 of NETHERRACK at X= 89, Y= 15, Z= -233 | 
[2023-07-07 10:22:37] [world_nether] The Player <wqe123420> has picked 13 of NETHERRACK at X= 91, Y= 15, Z= -234 | 
[2023-07-07 10:22:38] [world_nether] The Player <wqe123420> has picked 7 of NETHERRACK at X= 94, Y= 15, Z= -233 | 
[2023-07-07 10:22:38] [world_nether] The Player <wqe123420> has picked 8 of NETHERRACK at X= 95, Y= 15, Z= -233 | 
[2023-07-07 10:22:40] [world_nether] The Player <wqe123420> has picked 6 of GRAVEL at X= 94, Y= 15, Z= -234 | 
[2023-07-07 10:22:40] [world_nether] The Player <wqe123420> has picked 5 of NETHERRACK at X= 95, Y= 15, Z= -233 | 
[2023-07-07 10:22:40] [world_nether] The Player <wqe123420> has picked 2 of GRAVEL at X= 95, Y= 15, Z= -233 | 
[2023-07-07 10:22:41] [world_nether] The Player <wqe123420> has picked 2 of DIAMOND at X= 94, Y= 15, Z= -234 | 
[2023-07-07 10:22:41] [world_nether] The Player <wqe123420> has picked 2 of GRAVEL at X= 95, Y= 15, Z= -234 | 
[2023-07-07 10:22:42] [world] The Player <wegwe> has picked 1 of CHORUS_FLOWER at X= -21, Y= 66, Z= -293 | 
[2023-07-07 10:22:45] [world] The Player <Xw114> has picked 1 of WHITE_BANNER at X= -14, Y= 74, Z= -236 | ¡ì6Ominous Banner
[2023-07-07 10:22:45] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 85, Y= 15, Z= -234 | 
[2023-07-07 10:22:46] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 80, Y= 16, Z= -235 | 
[2023-07-07 10:22:47] [world_nether] The Player <wqe123420> has picked 3 of QUARTZ at X= 83, Y= 16, Z= -236 | 
[2023-07-07 10:22:47] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 81, Y= 15, Z= -234 | 
[2023-07-07 10:22:47] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 81, Y= 15, Z= -235 | 
[2023-07-07 10:22:48] [world_nether] The Player <wqe123420> has picked 3 of QUARTZ at X= 82, Y= 15, Z= -236 | 
[2023-07-07 10:22:48] [world_nether] The Player <wqe123420> has picked 4 of QUARTZ at X= 83, Y= 16, Z= -236 | 
[2023-07-07 10:22:49] [world_nether] The Player <wqe123420> has picked 1 of QUARTZ at X= 84, Y= 15, Z= -237 | 
[2023-07-07 10:22:50] [world_nether] The Player <wqe123420> has picked 28 of NETHERRACK at X= 84, Y= 15, Z= -236 | 
[2023-07-07 10:22:50] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 85, Y= 16, Z= -238 | 
[2023-07-07 10:22:50] [world_nether] The Player <wqe123420> has picked 4 of QUARTZ at X= 85, Y= 15, Z= -238 | 
[2023-07-07 10:22:51] [world_nether] The Player <wqe123420> has picked 9 of NETHERRACK at X= 86, Y= 15, Z= -238 | 
[2023-07-07 10:22:51] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 86, Y= 16, Z= -239 | 
[2023-07-07 10:22:51] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 86, Y= 16, Z= -239 | 
[2023-07-07 10:22:51] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 87, Y= 16, Z= -239 | 
[2023-07-07 10:22:59] [world] The Player <Enderlava> has picked 64 of COBBLED_DEEPSLATE at X= -26, Y= 78, Z= -215 | 
[2023-07-07 10:23:00] [world_nether] The Player <wqe123420> has picked 4 of QUARTZ at X= 102, Y= 15, Z= -239 | 
[2023-07-07 10:23:01] [world_nether] The Player <wqe123420> has picked 3 of QUARTZ at X= 102, Y= 14, Z= -239 | 
[2023-07-07 10:23:14] [world] The Player <Enderlava> has picked 1 of REDSTONE at X= -20, Y= 79, Z= -214 | 
[2023-07-07 10:23:32] [world] The Player <wegwe> has picked 3 of STRIPPED_OAK_LOG at X= 26, Y= 70, Z= -232 | 
[2023-07-07 10:23:34] [world] The Player <wegwe> has picked 1 of STRIPPED_OAK_LOG at X= 25, Y= 72, Z= -232 | 
[2023-07-07 10:23:37] [world] The Player <wegwe> has picked 1 of STRIPPED_OAK_LOG at X= 25, Y= 71, Z= -228 | 
[2023-07-07 10:23:38] [world] The Player <wegwe> has picked 1 of STRIPPED_OAK_LOG at X= 25, Y= 70, Z= -227 | 
[2023-07-07 10:23:39] [world] The Player <wegwe> has picked 1 of STRIPPED_OAK_LOG at X= 25, Y= 72, Z= -228 | 
[2023-07-07 10:23:40] [world] The Player <wegwe> has picked 1 of STRIPPED_OAK_LOG at X= 25, Y= 72, Z= -227 | 
[2023-07-07 10:23:44] [world] The Player <wegwe> has picked 1 of STRIPPED_OAK_LOG at X= 21, Y= 70, Z= -228 | 
[2023-07-07 10:23:44] [world] The Player <wegwe> has picked 1 of STRIPPED_OAK_LOG at X= 21, Y= 71, Z= -228 | 
[2023-07-07 10:23:45] [world] The Player <wegwe> has picked 1 of STRIPPED_OAK_LOG at X= 21, Y= 71, Z= -228 | 
[2023-07-07 10:25:34] [world] The Player <Xw114> has picked 1 of SADDLE at X= -92, Y= 72, Z= -246 | 
[2023-07-07 10:25:42] [world] The Player <Xw114> has picked 1 of WRITTEN_BOOK at X= -92, Y= 71, Z= -245 | 
[2023-07-07 10:25:44] [world] The Player <wqe123420> has picked 1 of PUMPKIN at X= -90, Y= 70, Z= -246 | ¡ìaLucky Pumpkin
[2023-07-07 10:26:01] [world] The Player <Xw114> has picked 1 of DIRT at X= -89, Y= 71, Z= -250 | 
[2023-07-07 10:27:09] [world] The Player <Funget114514> has picked 3 of BAKED_POTATO at X= -96, Y= 71, Z= -244 | 
[2023-07-07 10:27:20] [world] The Player <Xw114> has picked 1 of DANDELION at X= -48, Y= 74, Z= -230 | 
[2023-07-07 10:27:28] [world] The Player <Xw114> has picked 1 of DANDELION at X= -31, Y= 75, Z= -202 | 
[2023-07-07 10:27:30] [world] The Player <Xw114> has picked 1 of DANDELION at X= -31, Y= 75, Z= -202 | 
[2023-07-07 10:27:34] [world] The Player <Xw114> has picked 2 of OXEYE_DAISY at X= -32, Y= 75, Z= -204 | 
[2023-07-07 10:27:38] [world] The Player <Xw114> has picked 1 of DANDELION at X= -33, Y= 75, Z= -201 | 
[2023-07-07 10:27:43] [world] The Player <Xw114> has picked 1 of CORNFLOWER at X= -33, Y= 75, Z= -202 | 
[2023-07-07 10:27:45] [world] The Player <Funget114514> has picked 1 of BOOK at X= -10, Y= 68, Z= -272 | ¡ì5Elite Blast Protection Enchanted Book
[2023-07-07 10:27:46] [world] The Player <Xw114> has picked 2 of ROTTEN_FLESH at X= -32, Y= 75, Z= -203 | 
[2023-07-07 10:27:47] [world] The Player <wqe123420> has picked 3 of BAKED_POTATO at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:27:49] [world] The Player <Xw114> has picked 1 of POPPY at X= -30, Y= 75, Z= -202 | 
[2023-07-07 10:27:53] [world] The Player <wqe123420> has picked 25 of STICK at X= -28, Y= 63, Z= -286 | 
[2023-07-07 10:27:53] [world] The Player <Funget114514> has picked 2 of LEATHER at X= -10, Y= 68, Z= -271 | 
[2023-07-07 10:28:15] [world] The Player <wegwe> has picked 1 of TORCH at X= 38, Y= 63, Z= -215 | 
[2023-07-07 10:28:26] [world] The Player <wegwe> has picked 1 of COAL at X= 39, Y= 62, Z= -259 | 
[2023-07-07 10:28:26] [world] The Player <wegwe> has picked 1 of COAL at X= 39, Y= 61, Z= -259 | 
[2023-07-07 10:28:27] [world] The Player <wegwe> has picked 1 of COAL at X= 40, Y= 61, Z= -258 | 
[2023-07-07 10:28:27] [world] The Player <wegwe> has picked 1 of COAL at X= 40, Y= 60, Z= -259 | 
[2023-07-07 10:28:28] [world] The Player <wegwe> has picked 1 of COAL at X= 40, Y= 60, Z= -259 | 
[2023-07-07 10:28:29] [world] The Player <wegwe> has picked 1 of COAL at X= 41, Y= 60, Z= -259 | 
[2023-07-07 10:28:30] [world] The Player <wegwe> has picked 1 of COAL at X= 40, Y= 61, Z= -260 | 
[2023-07-07 10:28:32] [world] The Player <wegwe> has picked 3 of COAL at X= 40, Y= 60, Z= -260 | 
[2023-07-07 10:28:33] [world] The Player <wegwe> has picked 1 of COAL at X= 41, Y= 59, Z= -261 | 
[2023-07-07 10:28:36] [world] The Player <wegwe> has picked 3 of COAL at X= 42, Y= 60, Z= -261 | 
[2023-07-07 10:28:36] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 41, Y= 59, Z= -261 | 
[2023-07-07 10:28:37] [world] The Player <wegwe> has picked 1 of COAL at X= 42, Y= 59, Z= -261 | 
[2023-07-07 10:28:38] [world] The Player <wegwe> has picked 1 of COAL at X= 42, Y= 60, Z= -260 | 
[2023-07-07 10:28:43] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 39, Y= 62, Z= -257 | 
[2023-07-07 10:28:50] [world] The Player <Funget114514> has picked 10 of GRAVEL at X= -27, Y= 62, Z= -288 | 
[2023-07-07 10:28:53] [world] The Player <Funget114514> has picked 1 of CROSSBOW at X= -27, Y= 62, Z= -288 | 
[2023-07-07 10:28:56] [world] The Player <wegwe> has picked 1 of MOSSY_STONE_BRICKS at X= 38, Y= 63, Z= -252 | 
[2023-07-07 10:29:14] [world] The Player <wegwe> has picked 7 of RAW_COPPER at X= 39, Y= 63, Z= -228 | 
[2023-07-07 10:29:15] [world] The Player <wegwe> has picked 3 of RAW_COPPER at X= 39, Y= 64, Z= -227 | 
[2023-07-07 10:29:17] [world] The Player <wegwe> has picked 3 of RAW_COPPER at X= 41, Y= 63, Z= -228 | 
[2023-07-07 10:29:17] [world] The Player <wegwe> has picked 2 of RAW_COPPER at X= 40, Y= 64, Z= -227 | 
[2023-07-07 10:29:17] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 41, Y= 64, Z= -227 | 
[2023-07-07 10:29:19] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 38, Y= 65, Z= -227 | 
[2023-07-07 10:29:21] [world] The Player <wegwe> has picked 4 of RAW_COPPER at X= 39, Y= 65, Z= -227 | 
[2023-07-07 10:29:27] [world] The Player <wegwe> has picked 4 of LAPIS_LAZULI at X= 37, Y= 63, Z= -224 | 
[2023-07-07 10:29:27] [world] The Player <wegwe> has picked 7 of LAPIS_LAZULI at X= 37, Y= 63, Z= -224 | 
[2023-07-07 10:29:28] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 64, Z= -224 | 
[2023-07-07 10:29:29] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 64, Z= -224 | 
[2023-07-07 10:29:31] [world] The Player <wegwe> has picked 6 of LAPIS_LAZULI at X= 37, Y= 63, Z= -225 | 
[2023-07-07 10:29:31] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 36, Y= 63, Z= -225 | 
[2023-07-07 10:29:32] [world] The Player <wegwe> has picked 6 of LAPIS_LAZULI at X= 36, Y= 63, Z= -225 | 
[2023-07-07 10:29:33] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 62, Z= -225 | 
[2023-07-07 10:29:33] [world] The Player <wegwe> has picked 6 of LAPIS_LAZULI at X= 36, Y= 62, Z= -225 | 
[2023-07-07 10:29:38] [world] The Player <wegwe> has picked 1 of COAL at X= 39, Y= 63, Z= -218 | 
[2023-07-07 10:29:39] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 39, Y= 64, Z= -218 | 
[2023-07-07 10:29:43] [world] The Player <wegwe> has picked 1 of COAL at X= 41, Y= 63, Z= -219 | 
[2023-07-07 10:29:45] [world] The Player <wegwe> has picked 7 of COAL at X= 41, Y= 62, Z= -218 | 
[2023-07-07 10:29:45] [world] The Player <wegwe> has picked 1 of COAL at X= 42, Y= 62, Z= -218 | 
[2023-07-07 10:29:50] [world] The Player <Funget114514> has picked 1 of WRITTEN_BOOK at X= -26, Y= 63, Z= -288 | 
[2023-07-07 10:29:53] [world] The Player <wegwe> has picked 9 of COAL at X= 42, Y= 62, Z= -220 | 
[2023-07-07 10:29:55] [world] The Player <Funget114514> has picked 1 of WRITTEN_BOOK at X= -25, Y= 63, Z= -288 | 
[2023-07-07 10:29:58] [world] The Player <wegwe> has picked 1 of COAL at X= 42, Y= 62, Z= -222 | 
[2023-07-07 10:30:12] [world] The Player <Funget114514> has picked 10 of GRAVEL at X= -28, Y= 63, Z= -286 | 
[2023-07-07 10:30:14] [world] The Player <Funget114514> has picked 1 of CROSSBOW at X= -28, Y= 63, Z= -286 | 
[2023-07-07 10:30:19] [world] The Player <Funget114514> has picked 10 of GRAVEL at X= -28, Y= 63, Z= -286 | 
[2023-07-07 10:30:45] [world] The Player <Funget114514> has picked 1 of DANDELION at X= -18, Y= 70, Z= -255 | 
[2023-07-07 10:30:47] [world] The Player <Xw114> has picked 1 of WRITTEN_BOOK at X= -10, Y= 69, Z= -274 | 
[2023-07-07 10:30:52] [world] The Player <wqe123420> has picked 1 of NETHERITE_SHOVEL at X= -52, Y= 74, Z= -243 | 
[2023-07-07 10:30:55] [world] The Player <Funget114514> has picked 1 of POPPY at X= -29, Y= 70, Z= -254 | 
[2023-07-07 10:31:19] [world] The Player <Enderlava> has picked 1 of BAKED_POTATO at X= 5, Y= 76, Z= -198 | 
[2023-07-07 10:31:23] [world] The Player <Funget114514> has picked 1 of WRITTEN_BOOK at X= -26, Y= 63, Z= -288 | 
[2023-07-07 10:31:45] [world] The Player <wqe123420> has picked 1 of WRITTEN_BOOK at X= -41, Y= -63, Z= -248 | 
[2023-07-07 10:31:56] [world] The Player <wegwe> has picked 10 of GRAVEL at X= -17, Y= 69, Z= -264 | 
[2023-07-07 10:31:58] [world] The Player <wegwe> has picked 1 of WRITTEN_BOOK at X= -24, Y= 70, Z= -257 | 
[2023-07-07 10:32:03] [world] The Player <Xw114> has picked 1 of CROSSBOW at X= -42, Y= 72, Z= -264 | ¡ì8¸ç²¼ÁÖåó
[2023-07-07 10:32:03] [world] The Player <Xw114> has picked 4 of ROTTEN_FLESH at X= -42, Y= 72, Z= -265 | 
[2023-07-07 10:32:03] [world] The Player <Xw114> has picked 1 of TRIDENT at X= -43, Y= 72, Z= -265 | ¡ì8¸ç²¼ÁÖÈý²æêª
[2023-07-07 10:32:07] [world] The Player <wegwe> has picked 1 of NETHERITE_AXE at X= -42, Y= 72, Z= -265 | ¡ì8¸ç²¼ÁÖ¶çÈâ¸«
[2023-07-07 10:32:08] [world] The Player <wqe123420> has picked 1 of NETHERITE_SWORD at X= -42, Y= 72, Z= -265 | ¡ì8¸ç²¼ÁÖ½£
[2023-07-07 10:32:08] [world] The Player <wegwe> has picked 1 of BOW at X= -42, Y= 72, Z= -266 | ¡ì8¸ç²¼ÁÖ¹­
[2023-07-07 10:32:09] [world] The Player <Funget114514> has picked 1 of RED_MUSHROOM at X= -44, Y= 72, Z= -266 | 
[2023-07-07 10:32:09] [world] The Player <wqe123420> has picked 1 of NETHERITE_AXE at X= -42, Y= 72, Z= -265 | ¡ì8¸ç²¼ÁÖ¶çÈâ¸«
[2023-07-07 10:32:10] [world] The Player <wegwe> has picked 29 of REDSTONE at X= -42, Y= 72, Z= -265 | 
[2023-07-07 10:32:11] [world] The Player <wqe123420> has picked 1 of TRIDENT at X= -41, Y= 72, Z= -264 | ¡ì8¸ç²¼ÁÖÈý²æêª
[2023-07-07 10:32:12] [world] The Player <wegwe> has picked 3 of GUNPOWDER at X= -42, Y= 72, Z= -265 | 
[2023-07-07 10:32:13] [world] The Player <wqe123420> has picked 22 of QUARTZ at X= -42, Y= 72, Z= -265 | 
[2023-07-07 10:32:14] [world] The Player <wqe123420> has picked 64 of NETHERRACK at X= -41, Y= 72, Z= -265 | 
[2023-07-07 10:32:17] [world] The Player <wegwe> has picked 64 of NETHERRACK at X= -42, Y= 72, Z= -265 | 
[2023-07-07 10:32:21] [world] The Player <Xw114> has picked 1 of DIRT at X= -38, Y= 69, Z= -265 | 
[2023-07-07 10:32:29] [world] The Player <wqe123420> has picked 1 of CROSSBOW at X= -43, Y= 72, Z= -264 | ¡ì8¸ç²¼ÁÖåó
[2023-07-07 10:32:32] [world] The Player <Xw114> has picked 1 of WRITTEN_BOOK at X= -42, Y= 72, Z= -264 | 
[2023-07-07 10:32:34] [world] The Player <wqe123420> has picked 1 of FIREWORK_ROCKET at X= -45, Y= 72, Z= -262 | 
[2023-07-07 10:32:36] [world] The Player <wqe123420> has picked 1 of NETHERITE_AXE at X= -44, Y= 72, Z= -262 | ¡ì8¸ç²¼ÁÖ¶çÈâ¸«
[2023-07-07 10:32:37] [world] The Player <Funget114514> has picked 1 of DIRT at X= -45, Y= 71, Z= -259 | 
[2023-07-07 10:32:43] [world] The Player <wegwe> has picked 1 of CARROT at X= -35, Y= 70, Z= -250 | 
[2023-07-07 10:32:44] [world] The Player <wegwe> has picked 1 of ROTTEN_FLESH at X= -35, Y= 70, Z= -250 | 
[2023-07-07 10:32:46] [world] The Player <Xw114> has picked 1 of DIRT at X= -42, Y= 71, Z= -264 | 
[2023-07-07 10:32:47] [world] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -45, Y= 73, Z= -261 | 
[2023-07-07 10:32:48] [world] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -44, Y= 72, Z= -261 | 
[2023-07-07 10:33:09] [world] The Player <Xw114> has picked 1 of DIRT at X= -45, Y= 71, Z= -262 | 
[2023-07-07 10:34:02] [world] The Player <Xw114> has picked 8 of ENDER_PEARL at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:34:02] [world] The Player <Xw114> has picked 10 of ENDER_PEARL at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:34:05] [world] The Player <Xw114> has picked 1 of WRITTEN_BOOK at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:34:11] [world] The Player <Enderlava> has picked 1 of SAND at X= 38, Y= 60, Z= -189 | 
[2023-07-07 10:34:16] [world] The Player <Enderlava> has picked 1 of SAND at X= 38, Y= 59, Z= -189 | 
[2023-07-07 10:34:46] [world] The Player <Funget114514> has picked 1 of ROTTEN_FLESH at X= 40, Y= 62, Z= -181 | 
[2023-07-07 10:34:50] [world] The Player <wqe123420> has picked 1 of FIREWORK_ROCKET at X= -5, Y= 68, Z= -252 | 
[2023-07-07 10:35:08] [world] The Player <Funget114514> has picked 5 of ROTTEN_FLESH at X= 38, Y= 62, Z= -186 | 
[2023-07-07 10:35:14] [world] The Player <Enderlava> has picked 3 of SAND at X= 37, Y= 60, Z= -189 | 
[2023-07-07 10:35:14] [world] The Player <Enderlava> has picked 1 of SAND at X= 38, Y= 60, Z= -188 | 
[2023-07-07 10:35:20] [world] The Player <Funget114514> has picked 1 of DIRT at X= 36, Y= 63, Z= -189 | 
[2023-07-07 10:35:23] [world_nether] The Player <wegwe> has picked 1 of CRAFTING_TABLE at X= 12, Y= 128, Z= -21 | 
[2023-07-07 10:35:56] [world] The Player <Funget114514> has picked 1 of ROTTEN_FLESH at X= 31, Y= 73, Z= -187 | 
[2023-07-07 10:35:56] [world] The Player <Funget114514> has picked 3 of DIRT at X= 31, Y= 73, Z= -187 | 
[2023-07-07 10:36:16] [world] The Player <wqe123420> has picked 1 of DANDELION at X= -12, Y= 72, Z= -242 | 
[2023-07-07 10:36:19] [world] The Player <wqe123420> has picked 1 of DANDELION at X= -8, Y= 72, Z= -241 | 
[2023-07-07 10:36:19] [world] The Player <wqe123420> has picked 1 of DANDELION at X= -7, Y= 72, Z= -242 | 
[2023-07-07 10:36:24] [world] The Player <wqe123420> has picked 1 of DANDELION at X= -4, Y= 72, Z= -240 | 
[2023-07-07 10:36:25] [world] The Player <wqe123420> has picked 1 of DANDELION at X= -2, Y= 72, Z= -241 | 
[2023-07-07 10:36:29] [world] The Player <Xw114> has picked 8 of IRON_INGOT at X= -11, Y= 72, Z= -242 | 
[2023-07-07 10:36:29] [world] The Player <Funget114514> has picked 2 of ROTTEN_FLESH at X= 31, Y= 74, Z= -189 | 
[2023-07-07 10:37:38] [world_nether] The Player <wegwe> has picked 1 of OAK_BOAT at X= 165, Y= 128, Z= 113 | 
[2023-07-07 10:37:41] [world_nether] The Player <wegwe> has picked 1 of OAK_BOAT at X= 166, Y= 128, Z= 111 | 
[2023-07-07 10:37:58] [world] The Player <Funget114514> has picked 1 of ROTTEN_FLESH at X= 4, Y= 72, Z= -177 | 
[2023-07-07 10:37:58] [world] The Player <Funget114514> has picked 2 of ROTTEN_FLESH at X= 4, Y= 72, Z= -177 | 
[2023-07-07 10:37:58] [world] The Player <Funget114514> has picked 14 of ROTTEN_FLESH at X= 4, Y= 72, Z= -177 | 
[2023-07-07 10:37:58] [world] The Player <Funget114514> has picked 2 of ROTTEN_FLESH at X= 4, Y= 72, Z= -177 | 
[2023-07-07 10:39:04] [world] The Player <Xw114> has picked 1 of DIRT at X= -23, Y= 71, Z= -174 | 
[2023-07-07 10:40:02] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 0, Z= 6 | 
[2023-07-07 10:40:10] [world_the_end] The Player <wegwe> has picked 11 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:40:10] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:40:13] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:40:13] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:40:14] [world] The Player <Funget114514> has picked 3 of ROTTEN_FLESH at X= -59, Y= 68, Z= -163 | 
