[2023-07-22 12:58:00] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -77, Y= -53, Z= -201 | 
[2023-07-22 20:52:18] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:52:36] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:52:42] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:53:24] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:54:05] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:54:19] [world] The Player <wqe123420> has picked 2 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:54:29] [world] The Player <wqe123420> has picked 2 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:55:05] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:55:20] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:55:28] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:55:34] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:55:40] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:55:55] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:56:02] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:56:27] [world] The Player <wqe123420> has picked 2 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:57:05] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:57:19] [world] The Player <wqe123420> has picked 2 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:57:24] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:57:29] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:58:59] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:59:30] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:59:43] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:59:50] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:00:55] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:01:11] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:01:22] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:01:59] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:02:17] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:02:29] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:03:11] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:03:24] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:03:40] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:03:55] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:05:00] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:05:18] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:05:35] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:06:10] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:07:13] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:07:52] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:08:21] [world] The Player <wqe123420> has picked 2 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:08:36] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:09:19] [world] The Player <wqe123420> has picked 2 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:09:31] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:10:15] [world] The Player <wqe123420> has picked 2 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:10:28] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:10:40] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:11:02] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:11:23] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:12:03] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:12:12] [world] The Player <wqe123420> has picked 2 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 21:25:45] [world] The Player <wqe123420> has picked 1 of FISHING_ROD at X= -15, Y= 60, Z= -306 | §3深海钓鱼竿
[2023-07-22 21:26:03] [world] The Player <wqe123420> has picked 1 of WET_SPONGE at X= -16, Y= 61, Z= -299 | 
[2023-07-22 21:46:54] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -27, Y= 63, Z= -288 | 武器2
[2023-07-22 21:46:56] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -27, Y= 63, Z= -287 | 武器1
[2023-07-22 21:56:12] [em_adventurers_guild] The Player <wqe123420> has picked 1 of LEATHER_CHESTPLATE at X= 219, Y= 71, Z= 281 | §8菜鸟胸甲
[2023-07-22 22:05:16] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 22:05:36] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 22:17:43] [em_adventurers_guild] The Player <wqe123420> has picked 9 of STRING at X= 215, Y= 71, Z= 306 | 
[2023-07-22 22:17:44] [em_adventurers_guild] The Player <wqe123420> has picked 1 of BONE at X= 215, Y= 71, Z= 306 | 
[2023-07-22 22:18:01] [em_adventurers_guild] The Player <wqe123420> has picked 1 of NETHERITE_SWORD at X= 223, Y= 71, Z= 312 | 
[2023-07-22 22:21:03] [em_adventurers_guild] The Player <Enderlava> has picked 7 of BASALT at X= 221, Y= 71, Z= 305 | 
