[2023-07-23 14:47:40] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 167, Y= 128, Z= 122 | 
[2023-07-23 15:13:13] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 55, Z= -4 | 
[2023-07-23 15:13:13] [world_the_end] The Player <Enderlava> has picked 5 of END_STONE at X= 6, Y= 55, Z= -6 | 
[2023-07-23 15:13:54] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= -1 | 
[2023-07-23 15:13:58] [world_the_end] The Player <Enderlava> has picked 4 of END_STONE at X= 8, Y= 56, Z= -1 | 
[2023-07-23 15:13:59] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 8, Y= 56, Z= -1 | 
[2023-07-23 15:14:00] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 8, Y= 56, Z= -1 | 
[2023-07-23 15:14:00] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 8, Y= 56, Z= 0 | 
[2023-07-23 15:14:01] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 8, Y= 56, Z= 0 | 
[2023-07-23 15:14:02] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 8, Y= 56, Z= 0 | 
[2023-07-23 15:14:02] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 8, Y= 57, Z= 1 | 
[2023-07-23 15:14:03] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 8, Y= 56, Z= 1 | 
[2023-07-23 15:14:04] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 7, Y= 57, Z= 1 | 
[2023-07-23 15:14:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 57, Z= 1 | 
[2023-07-23 15:14:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 57, Z= 0 | 
[2023-07-23 15:14:06] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 57, Z= -1 | 
[2023-07-23 15:14:06] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 58, Z= -1 | 
[2023-07-23 15:14:07] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 9, Y= 57, Z= -1 | 
[2023-07-23 15:14:08] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 59, Z= -1 | 
[2023-07-23 15:14:08] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 58, Z= 0 | 
[2023-07-23 15:14:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 59, Z= 0 | 
[2023-07-23 15:14:10] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 9, Y= 57, Z= 1 | 
[2023-07-23 15:14:11] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 9, Y= 57, Z= 0 | 
[2023-07-23 15:14:12] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 59, Z= 0 | 
[2023-07-23 15:14:13] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 58, Z= 0 | 
[2023-07-23 15:14:14] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 10, Y= 58, Z= 1 | 
[2023-07-23 15:14:15] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 10, Y= 58, Z= 0 | 
[2023-07-23 15:14:15] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 9, Y= 57, Z= -1 | 
[2023-07-23 15:14:16] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 10, Y= 59, Z= -1 | 
[2023-07-23 15:14:17] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 10, Y= 58, Z= -1 | 
[2023-07-23 15:14:18] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 9, Y= 59, Z= 0 | 
[2023-07-23 15:14:19] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 10, Y= 60, Z= 0 | 
[2023-07-23 15:14:19] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 10, Y= 59, Z= 1 | 
[2023-07-23 15:14:19] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 10, Y= 59, Z= 0 | 
[2023-07-23 15:14:20] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 10, Y= 60, Z= 1 | 
[2023-07-23 15:14:22] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 10, Y= 59, Z= 0 | 
[2023-07-23 15:14:23] [world_the_end] The Player <Enderlava> has picked 6 of END_STONE at X= 10, Y= 58, Z= -1 | 
[2023-07-23 15:14:24] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 11, Y= 59, Z= 1 | 
[2023-07-23 15:14:25] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 11, Y= 59, Z= 0 | 
[2023-07-23 15:14:26] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 12, Y= 60, Z= 1 | 
[2023-07-23 15:14:26] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 12, Y= 61, Z= 1 | 
[2023-07-23 15:14:26] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 12, Y= 60, Z= 0 | 
[2023-07-23 15:14:27] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 12, Y= 61, Z= 0 | 
[2023-07-23 15:14:27] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 12, Y= 61, Z= 0 | 
[2023-07-23 15:14:28] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 12, Y= 60, Z= 0 | 
[2023-07-23 15:14:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 13, Y= 61, Z= -1 | 
[2023-07-23 15:14:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 13, Y= 61, Z= 0 | 
[2023-07-23 15:14:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 13, Y= 61, Z= 1 | 
[2023-07-23 15:15:19] [world_the_end] The Player <Enderlava> has picked 1 of SHULKER_BOX at X= 5, Y= 57, Z= 4 | 
[2023-07-23 15:15:20] [world_the_end] The Player <Enderlava> has picked 1 of SHULKER_BOX at X= 4, Y= 57, Z= 4 | 
[2023-07-23 15:16:13] [world] The Player <Enderlava> has picked 1 of OAK_LOG at X= -24, Y= 70, Z= -256 | 
[2023-07-23 15:16:14] [world] The Player <Enderlava> has picked 1 of OAK_LOG at X= -24, Y= 70, Z= -257 | 
[2023-07-23 15:16:15] [world] The Player <Enderlava> has picked 1 of OAK_LOG at X= -24, Y= 72, Z= -256 | 
[2023-07-23 15:16:15] [world] The Player <Enderlava> has picked 2 of OAK_LOG at X= -24, Y= 70, Z= -256 | 
[2023-07-23 15:16:58] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= -403, Y= 128, Z= 539 | 
[2023-07-23 15:17:35] [world] The Player <Enderlava> has picked 7 of BONE at X= -3232, Y= 113, Z= 4519 | 
[2023-07-23 15:17:36] [world] The Player <Enderlava> has picked 1 of WITHER_SKELETON_SKULL at X= -3232, Y= 113, Z= 4519 | 
[2023-07-23 15:17:37] [world] The Player <Enderlava> has picked 4 of BONE at X= -3232, Y= 112, Z= 4519 | 
[2023-07-23 15:17:40] [world] The Player <Enderlava> has picked 15 of COAL at X= -3232, Y= 112, Z= 4520 | 
[2023-07-23 15:18:29] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:30] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:30] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:31] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:31] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:32] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:33] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:33] [world] The Player <Enderlava> has picked 64 of BONE at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:34] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:35] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:36] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:18:36] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:19:04] [world] The Player <Enderlava> has picked 2 of WITHER_SKELETON_SKULL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:19:05] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:19:06] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 105, Z= 4520 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4518 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4518 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3235, Y= 66, Z= 4519 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:12] [world] The Player <Enderlava> has picked 5 of PAPER at X= -3234, Y= 66, Z= 4518 | 
[2023-07-23 15:19:16] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:16] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4518 | 
[2023-07-23 15:19:17] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4518 | 
[2023-07-23 15:19:17] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:18] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:18] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 66, Z= 4519 | 
[2023-07-23 15:19:19] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:20] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3235, Y= 66, Z= 4519 | 
[2023-07-23 15:19:20] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:21] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4520 | 
[2023-07-23 15:19:21] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 66, Z= 4519 | 
[2023-07-23 15:19:22] [world] The Player <Enderlava> has picked 64 of COAL at X= -3235, Y= 66, Z= 4519 | 
[2023-07-23 15:19:22] [world] The Player <Enderlava> has picked 64 of COAL at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:22] [world] The Player <Enderlava> has picked 1 of TOTEM_OF_UNDYING at X= -3235, Y= 66, Z= 4519 | 
[2023-07-23 15:19:24] [world] The Player <Enderlava> has picked 1 of TOTEM_OF_UNDYING at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:24] [world] The Player <Enderlava> has picked 1 of TOTEM_OF_UNDYING at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:25] [world] The Player <Enderlava> has picked 1 of TOTEM_OF_UNDYING at X= -3234, Y= 66, Z= 4519 | 
[2023-07-23 15:19:30] [world] The Player <Enderlava> has picked 1 of STONE_SWORD at X= -3232, Y= 66, Z= 4512 | 
[2023-07-23 15:19:31] [world] The Player <Enderlava> has picked 1 of NETHERITE_CHESTPLATE at X= -3232, Y= 66, Z= 4512 | §8哥布林胸甲
[2023-07-23 15:20:52] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 10, Y= 128, Z= -27 | 
[2023-07-23 15:21:13] [world] The Player <Enderlava> has picked 1 of OAK_SAPLING at X= -24, Y= 70, Z= -256 | 
[2023-07-23 15:21:45] [world] The Player <Enderlava> has picked 1 of SHULKER_BOX at X= -24, Y= 70, Z= -260 | 
[2023-07-23 15:22:04] [world] The Player <Enderlava> has picked 1 of SCAFFOLDING at X= -7, Y= 77, Z= -245 | 
[2023-07-23 15:22:42] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 163, Y= 128, Z= 123 | 
[2023-07-23 15:23:18] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 0, Y= 56, Z= 0 | 
[2023-07-23 15:23:31] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 2, Y= 60, Z= -4 | 
[2023-07-23 15:23:49] [world_the_end] The Player <Enderlava> has picked 1 of SCAFFOLDING at X= -3, Y= 55, Z= -4 | 
[2023-07-23 15:23:54] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 56, Z= -1 | 
[2023-07-23 15:24:02] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 59, Z= -4 | 
[2023-07-23 15:24:03] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 58, Z= -3 | 
[2023-07-23 15:24:03] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 57, Z= -4 | 
[2023-07-23 15:24:04] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 56, Z= -4 | 
[2023-07-23 15:24:04] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 55, Z= -5 | 
[2023-07-23 15:24:54] [world] The Player <Enderlava> has picked 1 of BAMBOO at X= -2, Y= 78, Z= -204 | 
[2023-07-23 15:24:55] [world] The Player <Enderlava> has picked 4 of BAMBOO at X= -3, Y= 79, Z= -205 | 
[2023-07-23 15:24:55] [world] The Player <Enderlava> has picked 1 of BAMBOO at X= -1, Y= 78, Z= -204 | 
[2023-07-23 15:24:57] [world] The Player <Enderlava> has picked 11 of BAMBOO at X= 1, Y= 78, Z= -203 | 
[2023-07-23 15:24:57] [world] The Player <Enderlava> has picked 7 of BAMBOO at X= 0, Y= 77, Z= -205 | 
[2023-07-23 15:24:57] [world] The Player <Enderlava> has picked 9 of BAMBOO at X= -1, Y= 79, Z= -205 | 
[2023-07-23 15:25:03] [world] The Player <Enderlava> has picked 15 of BAMBOO at X= 4, Y= 77, Z= -206 | 
[2023-07-23 15:25:06] [world] The Player <Enderlava> has picked 1 of BAMBOO at X= 3, Y= 78, Z= -204 | 
[2023-07-23 15:25:06] [world] The Player <Enderlava> has picked 1 of BAMBOO at X= 3, Y= 78, Z= -204 | 
[2023-07-23 15:25:07] [world] The Player <Enderlava> has picked 1 of BAMBOO at X= 3, Y= 80, Z= -204 | 
[2023-07-23 15:25:08] [world] The Player <Enderlava> has picked 3 of BAMBOO at X= 5, Y= 78, Z= -203 | 
[2023-07-23 15:25:11] [world] The Player <Enderlava> has picked 4 of BAMBOO at X= 3, Y= 78, Z= -204 | 
[2023-07-23 15:25:14] [world] The Player <Enderlava> has picked 16 of BAMBOO at X= 2, Y= 77, Z= -204 | 
[2023-07-23 15:26:27] [world] The Player <Enderlava> has picked 7 of SUGAR_CANE at X= -6, Y= 63, Z= -292 | 
[2023-07-23 15:26:27] [world] The Player <Enderlava> has picked 4 of SUGAR_CANE at X= -3, Y= 63, Z= -293 | 
[2023-07-23 15:26:30] [world] The Player <Enderlava> has picked 2 of SUGAR_CANE at X= -2, Y= 64, Z= -291 | 
[2023-07-23 15:26:31] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 4, Y= 64, Z= -293 | 
[2023-07-23 15:26:31] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 4, Y= 65, Z= -292 | 
[2023-07-23 15:26:31] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 4, Y= 64, Z= -294 | 
[2023-07-23 15:26:32] [world] The Player <Enderlava> has picked 12 of SUGAR_CANE at X= 3, Y= 62, Z= -294 | 
[2023-07-23 15:26:32] [world] The Player <Enderlava> has picked 11 of SUGAR_CANE at X= 4, Y= 64, Z= -300 | 
[2023-07-23 15:26:36] [world] The Player <Enderlava> has picked 5 of SUGAR_CANE at X= 5, Y= 64, Z= -301 | 
[2023-07-23 15:26:38] [world] The Player <Enderlava> has picked 14 of SUGAR_CANE at X= 8, Y= 63, Z= -303 | 
[2023-07-23 15:26:40] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 4, Y= 63, Z= -303 | 
[2023-07-23 15:28:28] [world] The Player <Enderlava> has picked 1 of STICK at X= -10, Y= 85, Z= -241 | 
[2023-07-23 15:28:31] [world] The Player <Enderlava> has picked 1 of OAK_LOG at X= -11, Y= 82, Z= -242 | 
[2023-07-23 15:28:51] [world] The Player <Enderlava> has picked 6 of OAK_SAPLING at X= -8, Y= 69, Z= -239 | 
[2023-07-23 15:29:23] [world] The Player <Enderlava> has picked 1 of OAK_SAPLING at X= -8, Y= 72, Z= -241 | 
[2023-07-23 15:29:24] [world] The Player <Enderlava> has picked 4 of OAK_SAPLING at X= -8, Y= 69, Z= -239 | 
[2023-07-23 15:29:48] [world] The Player <Enderlava> has picked 13 of OAK_LOG at X= -8, Y= 69, Z= -239 | 
[2023-07-23 15:29:49] [world] The Player <Enderlava> has picked 4 of STICK at X= -8, Y= 71, Z= -240 | 
[2023-07-23 15:29:51] [world] The Player <Enderlava> has picked 5 of OAK_SAPLING at X= -8, Y= 72, Z= -241 | 
[2023-07-23 15:29:51] [world] The Player <Enderlava> has picked 10 of OAK_LOG at X= -8, Y= 72, Z= -241 | 
[2023-07-23 15:30:09] [world] The Player <Enderlava> has picked 2 of SUGAR_CANE at X= -28, Y= 63, Z= -288 | 
[2023-07-23 15:30:12] [world] The Player <Enderlava> has picked 30 of PAPER at X= -28, Y= 63, Z= -288 | 
[2023-07-23 15:30:18] [world] The Player <Enderlava> has picked 30 of PAPER at X= -28, Y= 63, Z= -288 | 
[2023-07-23 15:31:13] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -10, Y= 84, Z= -247 | 
[2023-07-23 15:31:13] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -11, Y= 84, Z= -246 | 
[2023-07-23 15:31:15] [world] The Player <Enderlava> has picked 6 of OAK_LEAVES at X= -10, Y= 84, Z= -244 | 
[2023-07-23 15:31:15] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -12, Y= 84, Z= -244 | 
[2023-07-23 15:31:17] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -12, Y= 83, Z= -243 | 
[2023-07-23 15:31:21] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -11, Y= 83, Z= -247 | 
[2023-07-23 15:31:25] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -10, Y= 81, Z= -246 | 
[2023-07-23 15:31:26] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -10, Y= 83, Z= -245 | 
[2023-07-23 15:31:32] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -11, Y= 81, Z= -246 | 
[2023-07-23 15:31:33] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -11, Y= 81, Z= -246 | 
[2023-07-23 15:31:33] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -10, Y= 80, Z= -247 | 
[2023-07-23 15:31:40] [world] The Player <Enderlava> has picked 3 of OAK_LOG at X= -8, Y= 72, Z= -242 | 
[2023-07-23 15:31:40] [world] The Player <Enderlava> has picked 1 of OAK_LEAVES at X= -8, Y= 72, Z= -241 | 
[2023-07-23 15:31:42] [world] The Player <Enderlava> has picked 35 of OAK_LEAVES at X= -8, Y= 69, Z= -239 | 
[2023-07-23 15:31:42] [world] The Player <Enderlava> has picked 63 of OAK_LEAVES at X= -8, Y= 69, Z= -239 | 
[2023-07-23 15:33:21] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 139, Y= 129, Z= -26 | 
[2023-07-23 15:34:24] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 12, Y= 128, Z= -23 | 
[2023-07-23 15:35:52] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 164, Y= 129, Z= 121 | 
[2023-07-23 15:36:49] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= 7, Y= 63, Z= 11 | 
[2023-07-23 15:36:55] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= 22, Y= 61, Z= -23 | 
[2023-07-23 15:36:56] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= 23, Y= 62, Z= -23 | 
[2023-07-23 15:36:57] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= 22, Y= 61, Z= -24 | 
[2023-07-23 15:38:10] [world_the_end] The Player <Enderlava> has picked 1 of REPEATER at X= 6, Y= 55, Z= -4 | 
[2023-07-23 15:42:14] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 59, Z= -1 | 
[2023-07-23 15:43:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 55, Z= 2 | 
[2023-07-23 15:44:34] [world_the_end] The Player <Enderlava> has picked 1 of PISTON at X= -1, Y= 56, Z= 4 | 
[2023-07-23 15:44:46] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 57, Z= 1 | 
[2023-07-23 15:45:39] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 55, Z= 1 | 
[2023-07-23 15:46:18] [world_the_end] The Player <Enderlava> has picked 2 of SLIME_BLOCK at X= -6, Y= 55, Z= 0 | 
[2023-07-23 15:46:18] [world_the_end] The Player <Enderlava> has picked 1 of SLIME_BLOCK at X= -5, Y= 55, Z= 1 | 
[2023-07-23 15:46:21] [world_the_end] The Player <Enderlava> has picked 1 of PISTON at X= -4, Y= 55, Z= 1 | 
[2023-07-23 15:46:23] [world_the_end] The Player <Enderlava> has picked 1 of PISTON at X= 0, Y= 55, Z= 4 | 
[2023-07-23 15:46:25] [world_the_end] The Player <Enderlava> has picked 1 of PISTON at X= 3, Y= 55, Z= -1 | 
[2023-07-23 15:47:24] [world_the_end] The Player <Enderlava> has picked 1 of SLIME_BLOCK at X= 6, Y= 55, Z= 1 | 
[2023-07-23 15:47:25] [world_the_end] The Player <Enderlava> has picked 3 of OAK_LOG at X= 7, Y= 55, Z= -1 | 
[2023-07-23 15:48:30] [world_the_end] The Player <Enderlava> has picked 1 of STICKY_PISTON at X= 8, Y= 61, Z= -1 | 
[2023-07-23 15:48:54] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 0, Y= 56, Z= -1 | 
[2023-07-23 15:51:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 55, Z= 1 | 
[2023-07-23 15:51:51] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 4, Y= 60, Z= 1 | 
[2023-07-23 15:51:52] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 4, Y= 60, Z= 0 | 
[2023-07-23 15:51:53] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 4, Y= 60, Z= -2 | 
[2023-07-23 15:52:58] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 0, Y= 56, Z= 0 | 
[2023-07-23 15:53:00] [world_the_end] The Player <Enderlava> has picked 1 of OAK_LOG at X= 5, Y= 55, Z= -1 | 
[2023-07-23 15:53:09] [world_the_end] The Player <Enderlava> has picked 1 of ANVIL at X= 4, Y= 60, Z= 2 | 
[2023-07-23 15:53:10] [world_the_end] The Player <Enderlava> has picked 1 of ANVIL at X= 4, Y= 60, Z= 0 | 
[2023-07-23 15:53:12] [world_the_end] The Player <Enderlava> has picked 1 of ANVIL at X= 4, Y= 60, Z= -1 | 
[2023-07-23 15:53:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 56, Z= 0 | 
[2023-07-23 15:53:39] [world_the_end] The Player <Enderlava> has picked 1 of ANVIL at X= 3, Y= 61, Z= -1 | 
[2023-07-23 15:53:40] [world_the_end] The Player <Enderlava> has picked 1 of ANVIL at X= 3, Y= 61, Z= 0 | 
[2023-07-23 15:53:40] [world_the_end] The Player <Enderlava> has picked 1 of ANVIL at X= 3, Y= 61, Z= 2 | 
[2023-07-23 17:57:02] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -27, Y= 63, Z= -287 | 武器2
[2023-07-23 17:57:56] [world] The Player <wqe123420> has picked 1 of BAMBOO at X= -8, Y= 77, Z= -206 | 
[2023-07-23 17:57:57] [world] The Player <wqe123420> has picked 2 of BAMBOO at X= -8, Y= 77, Z= -206 | 
[2023-07-23 17:57:57] [world] The Player <wqe123420> has picked 2 of BAMBOO at X= -7, Y= 76, Z= -206 | 
[2023-07-23 17:57:58] [world] The Player <wqe123420> has picked 7 of BAMBOO at X= -8, Y= 76, Z= -207 | 
[2023-07-23 17:57:58] [world] The Player <wqe123420> has picked 2 of BAMBOO at X= -10, Y= 75, Z= -205 | 
[2023-07-23 17:58:00] [world] The Player <wqe123420> has picked 2 of BAMBOO at X= -9, Y= 79, Z= -205 | 
[2023-07-23 17:58:00] [world] The Player <wqe123420> has picked 4 of BAMBOO at X= -10, Y= 80, Z= -206 | 
[2023-07-23 17:58:01] [world] The Player <wqe123420> has picked 3 of BAMBOO at X= -7, Y= 78, Z= -207 | 
[2023-07-23 18:00:15] [world] The Player <wqe123420> has picked 1 of NETHERRACK at X= -41, Y= -9, Z= -248 | 
[2023-07-23 18:00:16] [world] The Player <wqe123420> has picked 1 of NETHERRACK at X= -41, Y= -10, Z= -248 | 
[2023-07-23 18:00:22] [world] The Player <wqe123420> has picked 1 of NETHERRACK at X= -41, Y= -63, Z= -248 | 
[2023-07-23 18:00:42] [world] The Player <wqe123420> has picked 2 of TUFF at X= -25, Y= -59, Z= -236 | 
[2023-07-23 18:00:42] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -25, Y= -59, Z= -236 | 
[2023-07-23 18:00:43] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -25, Y= -58, Z= -235 | 
[2023-07-23 18:00:43] [world] The Player <wqe123420> has picked 1 of TUFF at X= -26, Y= -58, Z= -236 | 
