[2023-07-21 15:16:53] [world] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Zombie at X= -988, Y= 63, Z= -975
[2023-07-21 17:47:31] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:31] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:31] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 2, Z= 7
[2023-07-21 17:47:32] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:33] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §210级§f精英§5末影人 at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:33] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:33] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 2, Z= 7
[2023-07-21 17:47:33] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:33] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-21 17:47:33] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:33] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:33] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 8
[2023-07-21 17:47:33] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:35] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:35] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:35] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:35] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:37] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:37] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:37] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:37] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:37] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:37] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-21 17:47:37] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-21 17:47:39] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §210级§f精英§5末影人 at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §28级§f精英§5末影人 at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:41] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 8
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:43] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 308, Y= 1, Z= 6
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §29级§f精英§5末影人 at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:45] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:47] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:47] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:47] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:47] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 2, Z= 7
[2023-07-21 17:47:47] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §26级§f精英§5末影人 at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:49] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:50] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 316, Y= 1, Z= 5
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §28级§f精英§5末影人 at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 6
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:51] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §27级§f精英§5末影人 at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 2, Z= 8
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:53] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:55] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 8
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:57] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §28级§f精英§5末影人 at X= 331, Y= 1, Z= 8
[2023-07-21 17:47:59] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:59] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §27级§f精英§5末影人 at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:59] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain §27级§f精英§5末影人 at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:59] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:47:59] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:47:59] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-21 17:47:59] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 2, Z= 8
[2023-07-21 17:47:59] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 332, Y= 1, Z= 6
[2023-07-21 17:47:59] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:48:01] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:48:01] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:48:01] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:48:01] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:48:01] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-21 17:48:01] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-21 17:48:01] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-21 17:48:01] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 0, Z= 6
[2023-07-21 17:48:01] [world_the_end] [c044cd4d-b2f0-493d-9457-42ab7216df39] The Player <Funget114514> has slain Enderman at X= 331, Y= 1, Z= 8
